"gutenberg_id" "text"
"145" 45 "themselves. Trees aren’t much company, though dear knows if they were"
"146" 45 "there’d be enough of them. I’d ruther look at people. To be sure, they"
"147" 45 "seem contented enough; but then, I suppose, they’re used to it. A body"
"148" 45 "can get used to anything, even to being hanged, as the Irishman said.”"
"149" 45 ""
"150" 45 "With this Mrs. Rachel stepped out of the lane into the backyard of Green"
"151" 45 "Gables. Very green and neat and precise was that yard, set about on one"
"152" 45 "side with great patriarchal willows and the other with prim Lombardies."
"153" 45 "Not a stray stick nor stone was to be seen, for Mrs. Rachel would have"
"154" 45 "seen it if there had been. Privately she was of the opinion that Marilla"
"155" 45 "Cuthbert swept that yard over as often as she swept her house. One could"
"156" 45 "have eaten a meal off the ground without over-brimming the proverbial"
"157" 45 "peck of dirt."
"158" 45 ""
"159" 45 "Mrs. Rachel rapped smartly at the kitchen door and stepped in"
"160" 45 "when bidden to do so. The kitchen at Green Gables was a cheerful"
"161" 45 "apartment--or would have been cheerful if it had not been so painfully"
"162" 45 "clean as to give it something of the appearance of an unused parlor. Its"
"163" 45 "windows looked east and west; through the west one, looking out on"
"164" 45 "the back yard, came a flood of mellow June sunlight; but the east one,"
"165" 45 "whence you got a glimpse of the bloom white cherry-trees in the left"
"166" 45 "orchard and nodding, slender birches down in the hollow by the brook,"
"167" 45 "was greened over by a tangle of vines. Here sat Marilla Cuthbert, when"
"168" 45 "she sat at all, always slightly distrustful of sunshine, which seemed to"
"169" 45 "her too dancing and irresponsible a thing for a world which was meant to"
"170" 45 "be taken seriously; and here she sat now, knitting, and the table behind"
"171" 45 "her was laid for supper."
"172" 45 ""
"173" 45 "Mrs. Rachel, before she had fairly closed the door, had taken a mental"
"174" 45 "note of everything that was on that table. There were three plates laid,"
"175" 45 "so that Marilla must be expecting some one home with Matthew to tea; but"
"176" 45 "the dishes were everyday dishes and there was only crab-apple preserves"
"177" 45 "and one kind of cake, so that the expected company could not be any"
"178" 45 "particular company. Yet what of Matthew’s white collar and the sorrel"
"179" 45 "mare? Mrs. Rachel was getting fairly dizzy with this unusual mystery"
"180" 45 "about quiet, unmysterious Green Gables."
"181" 45 ""
"182" 45 "“Good evening, Rachel,” Marilla said briskly. “This is a real fine"
"183" 45 "evening, isn’t it? Won’t you sit down? How are all your folks?”"
"184" 45 ""
"185" 45 "Something that for lack of any other name might be called friendship"
"186" 45 "existed and always had existed between Marilla Cuthbert and Mrs. Rachel,"
"187" 45 "in spite of--or perhaps because of--their dissimilarity."
"188" 45 ""
"189" 45 "Marilla was a tall, thin woman, with angles and without curves; her dark"
"190" 45 "hair showed some gray streaks and was always twisted up in a hard little"
"191" 45 "knot behind with two wire hairpins stuck aggressively through it. She"
"192" 45 "looked like a woman of narrow experience and rigid conscience, which she"
"193" 45 "was; but there was a saving something about her mouth which, if it had"
"194" 45 "been ever so slightly developed, might have been considered indicative"
"195" 45 "of a sense of humor."
"196" 45 ""
"197" 45 "“We’re all pretty well,” said Mrs. Rachel. “I was kind of afraid _you_"
"198" 45 "weren’t, though, when I saw Matthew starting off today. I thought maybe"
"199" 45 "he was going to the doctor’s.”"
"200" 45 ""
"201" 45 "Marilla’s lips twitched understandingly. She had expected Mrs."
"202" 45 "Rachel up; she had known that the sight of Matthew jaunting off so"
"203" 45 "unaccountably would be too much for her neighbor’s curiosity."
"204" 45 ""
"205" 45 "“Oh, no, I’m quite well although I had a bad headache yesterday,” she"
"206" 45 "said. “Matthew went to Bright River. We’re getting a little boy from an"
"207" 45 "orphan asylum in Nova Scotia and he’s coming on the train tonight.”"
"208" 45 ""
"209" 45 "If Marilla had said that Matthew had gone to Bright River to meet a"
"210" 45 "kangaroo from Australia Mrs. Rachel could not have been more astonished."
"211" 45 "She was actually stricken dumb for five seconds. It was unsupposable"
"212" 45 "that Marilla was making fun of her, but Mrs. Rachel was almost forced to"
"213" 45 "suppose it."
"214" 45 ""
"215" 45 "“Are you in earnest, Marilla?” she demanded when voice returned to her."
"216" 45 ""
"217" 45 "“Yes, of course,” said Marilla, as if getting boys from orphan asylums"
"218" 45 "in Nova Scotia were part of the usual spring work on any well-regulated"
"219" 45 "Avonlea farm instead of being an unheard of innovation."
"220" 45 ""
"221" 45 "Mrs. Rachel felt that she had received a severe mental jolt. She thought"
"222" 45 "in exclamation points. A boy! Marilla and Matthew Cuthbert of all people"
"223" 45 "adopting a boy! From an orphan asylum! Well, the world was certainly"
"224" 45 "turning upside down! She would be surprised at nothing after this!"
"225" 45 "Nothing!"
"226" 45 ""
"227" 45 "“What on earth put such a notion into your head?” she demanded"
"228" 45 "disapprovingly."
"229" 45 ""
"230" 45 "This had been done without her advice being asked, and must perforce be"
"231" 45 "disapproved."
"232" 45 ""
"233" 45 "“Well, we’ve been thinking about it for some time--all winter in fact,”"
"234" 45 " returned Marilla. “Mrs. Alexander Spencer was up here one day before"
"235" 45 "Christmas and she said she was going to get a little girl from the"
"236" 45 "asylum over in Hopeton in the spring. Her cousin lives there and Mrs."
"237" 45 "Spencer has visited here and knows all about it. So Matthew and I have"
"238" 45 "talked it over off and on ever since. We thought we’d get a boy. Matthew"
"239" 45 "is getting up in years, you know--he’s sixty--and he isn’t so spry as he"
"240" 45 "once was. His heart troubles him a good deal. And you know how desperate"
"241" 45 "hard it’s got to be to get hired help. There’s never anybody to be had"
"242" 45 "but those stupid, half-grown little French boys; and as soon as you do"
"243" 45 "get one broke into your ways and taught something he’s up and off to the"
"244" 45 "lobster canneries or the States. At first Matthew suggested getting a"
"245" 45 "Home boy. But I said ‘no’ flat to that. ‘They may be all right--I’m not"
"246" 45 "saying they’re not--but no London street Arabs for me,’ I said. ‘Give"
"247" 45 "me a native born at least. There’ll be a risk, no matter who we get. But"
"248" 45 "I’ll feel easier in my mind and sleep sounder at nights if we get a born"
"249" 45 "Canadian.’ So in the end we decided to ask Mrs. Spencer to pick us out"
"250" 45 "one when she went over to get her little girl. We heard last week she"
"251" 45 "was going, so we sent her word by Richard Spencer’s folks at Carmody"
"252" 45 "to bring us a smart, likely boy of about ten or eleven. We decided that"
"253" 45 "would be the best age--old enough to be of some use in doing chores"
"254" 45 "right off and young enough to be trained up proper. We mean to give him"
"255" 45 "a good home and schooling. We had a telegram from Mrs. Alexander Spencer"
"256" 45 "today--the mail-man brought it from the station--saying they were coming"
"257" 45 "on the five-thirty train tonight. So Matthew went to Bright River to"
"258" 45 "meet him. Mrs. Spencer will drop him off there. Of course she goes on to"
"259" 45 "White Sands station herself.”"
"260" 45 ""
"261" 45 "Mrs. Rachel prided herself on always speaking her mind; she proceeded to"
"262" 45 "speak it now, having adjusted her mental attitude to this amazing piece"
"263" 45 "of news."
"264" 45 ""
"265" 45 "“Well, Marilla, I’ll just tell you plain that I think you’re doing a"
"266" 45 "mighty foolish thing--a risky thing, that’s what. You don’t know what"
"267" 45 "you’re getting. You’re bringing a strange child into your house and home"
"268" 45 "and you don’t know a single thing about him nor what his disposition is"
"269" 45 "like nor what sort of parents he had nor how he’s likely to turn out."
"270" 45 "Why, it was only last week I read in the paper how a man and his wife up"
"271" 45 "west of the Island took a boy out of an orphan asylum and he set fire to"
"272" 45 "the house at night--set it _on purpose_, Marilla--and nearly burnt them to"
"273" 45 "a crisp in their beds. And I know another case where an adopted boy used"
"274" 45 "to suck the eggs--they couldn’t break him of it. If you had asked my"
"275" 45 "advice in the matter--which you didn’t do, Marilla--I’d have said for"
"276" 45 "mercy’s sake not to think of such a thing, that’s what.”"
"277" 45 ""
"278" 45 "This Job’s comforting seemed neither to offend nor to alarm Marilla. She"
"279" 45 "knitted steadily on."
"280" 45 ""
"281" 45 "“I don’t deny there’s something in what you say, Rachel. I’ve had some"
"282" 45 "qualms myself. But Matthew was terrible set on it. I could see that, so"
"283" 45 "I gave in. It’s so seldom Matthew sets his mind on anything that when he"
"284" 45 "does I always feel it’s my duty to give in. And as for the risk, there’s"
"285" 45 "risks in pretty near everything a body does in this world. There’s risks"
"286" 45 "in people’s having children of their own if it comes to that--they don’t"
"287" 45 "always turn out well. And then Nova Scotia is right close to the Island."
"288" 45 "It isn’t as if we were getting him from England or the States. He can’t"
"289" 45 "be much different from ourselves.”"
"290" 45 ""
"291" 45 "“Well, I hope it will turn out all right,” said Mrs. Rachel in a tone"
"292" 45 "that plainly indicated her painful doubts. “Only don’t say I didn’t"
"293" 45 "warn you if he burns Green Gables down or puts strychnine in the well--I"
"294" 45 "heard of a case over in New Brunswick where an orphan asylum child did"
"295" 45 "that and the whole family died in fearful agonies. Only, it was a girl"
"296" 45 "in that instance.”"
"297" 45 ""
"298" 45 "“Well, we’re not getting a girl,” said Marilla, as if poisoning wells"
"299" 45 "were a purely feminine accomplishment and not to be dreaded in the case"
"300" 45 "of a boy. “I’d never dream of taking a girl to bring up. I wonder at"
"301" 45 "Mrs. Alexander Spencer for doing it. But there, _she_ wouldn’t shrink"
"302" 45 "from adopting a whole orphan asylum if she took it into her head.”"
"303" 45 ""
"304" 45 "Mrs. Rachel would have liked to stay until Matthew came home with his"
"305" 45 "imported orphan. But reflecting that it would be a good two hours at"
"306" 45 "least before his arrival she concluded to go up the road to Robert"
"307" 45 "Bell’s and tell the news. It would certainly make a sensation second"
"308" 45 "to none, and Mrs. Rachel dearly loved to make a sensation. So she took"
"309" 45 "herself away, somewhat to Marilla’s relief, for the latter felt"
"310" 45 "her doubts and fears reviving under the influence of Mrs. Rachel’s"
"311" 45 "pessimism."
"312" 45 ""
"313" 45 "“Well, of all things that ever were or will be!” ejaculated Mrs. Rachel"
"314" 45 "when she was safely out in the lane. “It does really seem as if I must"
"315" 45 "be dreaming. Well, I’m sorry for that poor young one and no mistake."
"316" 45 "Matthew and Marilla don’t know anything about children and they’ll"
"317" 45 "expect him to be wiser and steadier that his own grandfather, if so be’s"
"318" 45 "he ever had a grandfather, which is doubtful. It seems uncanny to think"
"319" 45 "of a child at Green Gables somehow; there’s never been one there, for"
"320" 45 "Matthew and Marilla were grown up when the new house was built--if they"
"321" 45 "ever _were_ children, which is hard to believe when one looks at them."
"322" 45 "I wouldn’t be in that orphan’s shoes for anything. My, but I pity him,"
"323" 45 "that’s what.”"
"324" 45 ""
"325" 45 "So said Mrs. Rachel to the wild rose bushes out of the fulness of her"
"326" 45 "heart; but if she could have seen the child who was waiting patiently"
"327" 45 "at the Bright River station at that very moment her pity would have been"
"328" 45 "still deeper and more profound."
"329" 45 ""
"330" 45 ""
"331" 45 ""
"332" 45 ""
"333" 45 "<CHAPTER II. Matthew Cuthbert is surprised>"
"334" 45 ""
"335" 45 ""
"336" 45 "MATTHEW Cuthbert and the sorrel mare jogged comfortably over the eight"
"337" 45 "miles to Bright River. It was a pretty road, running along between"
"338" 45 "snug farmsteads, with now and again a bit of balsamy fir wood to drive"
"339" 45 "through or a hollow where wild plums hung out their filmy bloom. The air"
"340" 45 "was sweet with the breath of many apple orchards and the meadows sloped"
"341" 45 "away in the distance to horizon mists of pearl and purple; while"
"342" 45 ""
"343" 45 "     “The little birds sang as if it were"
"344" 45 "     The one day of summer in all the year.”"
"345" 45 ""
"346" 45 "Matthew enjoyed the drive after his own fashion, except during the"
"347" 45 "moments when he met women and had to nod to them--for in Prince Edward"
"348" 45 "island you are supposed to nod to all and sundry you meet on the road"
"349" 45 "whether you know them or not."
"350" 45 ""
"351" 45 "Matthew dreaded all women except Marilla and Mrs. Rachel; he had an"
"352" 45 "uncomfortable feeling that the mysterious creatures were secretly"
"353" 45 "laughing at him. He may have been quite right in thinking so, for he"
"354" 45 "was an odd-looking personage, with an ungainly figure and long iron-gray"
"355" 45 "hair that touched his stooping shoulders, and a full, soft brown beard"
"356" 45 "which he had worn ever since he was twenty. In fact, he had looked"
"357" 45 "at twenty very much as he looked at sixty, lacking a little of the"
"358" 45 "grayness."
"359" 45 ""
"360" 45 "When he reached Bright River there was no sign of any train; he thought"
"361" 45 "he was too early, so he tied his horse in the yard of the small Bright"
"362" 45 "River hotel and went over to the station house. The long platform was"
"363" 45 "almost deserted; the only living creature in sight being a girl who was"
"364" 45 "sitting on a pile of shingles at the extreme end. Matthew, barely noting"
"365" 45 "that it _was_ a girl, sidled past her as quickly as possible without"
"366" 45 "looking at her. Had he looked he could hardly have failed to notice the"
"367" 45 "tense rigidity and expectation of her attitude and expression. She was"
"368" 45 "sitting there waiting for something or somebody and, since sitting and"
"369" 45 "waiting was the only thing to do just then, she sat and waited with all"
"370" 45 "her might and main."
"371" 45 ""
"372" 45 "Matthew encountered the stationmaster locking up the ticket office"
"373" 45 "preparatory to going home for supper, and asked him if the five-thirty"
"374" 45 "train would soon be along."
"375" 45 ""
"376" 45 "“The five-thirty train has been in and gone half an hour ago,” answered"
"377" 45 "that brisk official. “But there was a passenger dropped off for you--a"
"378" 45 "little girl. She’s sitting out there on the shingles. I asked her to"
"379" 45 "go into the ladies’ waiting room, but she informed me gravely that she"
"380" 45 "preferred to stay outside. ‘There was more scope for imagination,’ she"
"381" 45 "said. She’s a case, I should say.”"
"382" 45 ""
"383" 45 "“I’m not expecting a girl,” said Matthew blankly. “It’s a boy I’ve come"
"384" 45 "for. He should be here. Mrs. Alexander Spencer was to bring him over"
"385" 45 "from Nova Scotia for me.”"
"386" 45 ""
"387" 45 "The stationmaster whistled."
"388" 45 ""
"389" 45 "“Guess there’s some mistake,” he said. “Mrs. Spencer came off the train"
"390" 45 "with that girl and gave her into my charge. Said you and your sister"
"391" 45 "were adopting her from an orphan asylum and that you would be along for"
"392" 45 "her presently. That’s all I know about it--and I haven’t got any more"
"393" 45 "orphans concealed hereabouts.”"
"394" 45 ""
"395" 45 "“I don’t understand,” said Matthew helplessly, wishing that Marilla was"
"396" 45 "at hand to cope with the situation."
"397" 45 ""
"398" 45 "“Well, you’d better question the girl,” said the station-master"
"399" 45 "carelessly. “I dare say she’ll be able to explain--she’s got a tongue"
"400" 45 "of her own, that’s certain. Maybe they were out of boys of the brand you"
"401" 45 "wanted.”"
"402" 45 ""
"403" 45 "He walked jauntily away, being hungry, and the unfortunate Matthew was"
"404" 45 "left to do that which was harder for him than bearding a lion in its"
"405" 45 "den--walk up to a girl--a strange girl--an orphan girl--and demand of"
"406" 45 "her why she wasn’t a boy. Matthew groaned in spirit as he turned about"
"407" 45 "and shuffled gently down the platform towards her."
"408" 45 ""
"409" 45 "She had been watching him ever since he had passed her and she had her"
"410" 45 "eyes on him now. Matthew was not looking at her and would not have seen"
"411" 45 "what she was really like if he had been, but an ordinary observer would"
"412" 45 "have seen this: A child of about eleven, garbed in a very short, very"
"413" 45 "tight, very ugly dress of yellowish-gray wincey. She wore a faded brown"
"414" 45 "sailor hat and beneath the hat, extending down her back, were two braids"
"415" 45 "of very thick, decidedly red hair. Her face was small, white and thin,"
"416" 45 "also much freckled; her mouth was large and so were her eyes, which"
"417" 45 "looked green in some lights and moods and gray in others."
"418" 45 ""
"419" 45 "So far, the ordinary observer; an extraordinary observer might have seen"
"420" 45 "that the chin was very pointed and pronounced; that the big eyes"
"421" 45 "were full of spirit and vivacity; that the mouth was sweet-lipped"
"422" 45 "and expressive; that the forehead was broad and full; in short,"
"423" 45 "our discerning extraordinary observer might have concluded that no"
"424" 45 "commonplace soul inhabited the body of this stray woman-child of whom"
"425" 45 "shy Matthew Cuthbert was so ludicrously afraid."
"426" 45 ""
"427" 45 "Matthew, however, was spared the ordeal of speaking first, for as soon"
"428" 45 "as she concluded that he was coming to her she stood up, grasping with"
"429" 45 "one thin brown hand the handle of a shabby, old-fashioned carpet-bag;"
"430" 45 "the other she held out to him."
"431" 45 ""
"432" 45 "“I suppose you are Mr. Matthew Cuthbert of Green Gables?” she said in"
"433" 45 "a peculiarly clear, sweet voice. “I’m very glad to see you. I was"
"434" 45 "beginning to be afraid you weren’t coming for me and I was imagining"
"435" 45 "all the things that might have happened to prevent you. I had made up"
"436" 45 "my mind that if you didn’t come for me to-night I’d go down the track to"
"437" 45 "that big wild cherry-tree at the bend, and climb up into it to stay all"
"438" 45 "night. I wouldn’t be a bit afraid, and it would be lovely to sleep in a"
"439" 45 "wild cherry-tree all white with bloom in the moonshine, don’t you think?"
"440" 45 "You could imagine you were dwelling in marble halls, couldn’t you? And"
"441" 45 "I was quite sure you would come for me in the morning, if you didn’t"
"442" 45 "to-night.”"
"443" 45 ""
"444" 45 "Matthew had taken the scrawny little hand awkwardly in his; then and"
"445" 45 "there he decided what to do. He could not tell this child with the"
"446" 45 "glowing eyes that there had been a mistake; he would take her home and"
"447" 45 "let Marilla do that. She couldn’t be left at Bright River anyhow, no"
"448" 45 "matter what mistake had been made, so all questions and explanations"
"449" 45 "might as well be deferred until he was safely back at Green Gables."
"450" 45 ""
"451" 45 "“I’m sorry I was late,” he said shyly. “Come along. The horse is over in"
"452" 45 "the yard. Give me your bag.”"
"453" 45 ""
"454" 45 "“Oh, I can carry it,” the child responded cheerfully. “It isn’t heavy."
"455" 45 "I’ve got all my worldly goods in it, but it isn’t heavy. And if it isn’t"
"456" 45 "carried in just a certain way the handle pulls out--so I’d better"
"457" 45 "keep it because I know the exact knack of it. It’s an extremely old"
"458" 45 "carpet-bag. Oh, I’m very glad you’ve come, even if it would have been"
"459" 45 "nice to sleep in a wild cherry-tree. We’ve got to drive a long piece,"
"460" 45 "haven’t we? Mrs. Spencer said it was eight miles. I’m glad because I"
"461" 45 "love driving. Oh, it seems so wonderful that I’m going to live with you"
"462" 45 "and belong to you. I’ve never belonged to anybody--not really. But the"
"463" 45 "asylum was the worst. I’ve only been in it four months, but that was"
"464" 45 "enough. I don’t suppose you ever were an orphan in an asylum, so you"
"465" 45 "can’t possibly understand what it is like. It’s worse than anything you"
"466" 45 "could imagine. Mrs. Spencer said it was wicked of me to talk like"
"467" 45 "that, but I didn’t mean to be wicked. It’s so easy to be wicked without"
"468" 45 "knowing it, isn’t it? They were good, you know--the asylum people. But"
"469" 45 "there is so little scope for the imagination in an asylum--only just"
"470" 45 "in the other orphans. It was pretty interesting to imagine things about"
"471" 45 "them--to imagine that perhaps the girl who sat next to you was really"
"472" 45 "the daughter of a belted earl, who had been stolen away from her parents"
"473" 45 "in her infancy by a cruel nurse who died before she could confess. I"
"474" 45 "used to lie awake at nights and imagine things like that, because"
"475" 45 "I didn’t have time in the day. I guess that’s why I’m so thin--I _am_"
"476" 45 "dreadful thin, ain’t I? There isn’t a pick on my bones. I do love to"
"477" 45 "imagine I’m nice and plump, with dimples in my elbows.”"
"478" 45 ""
"479" 45 "With this Matthew’s companion stopped talking, partly because she was"
"480" 45 "out of breath and partly because they had reached the buggy. Not another"
"481" 45 "word did she say until they had left the village and were driving down"
"482" 45 "a steep little hill, the road part of which had been cut so deeply into"
"483" 45 "the soft soil, that the banks, fringed with blooming wild cherry-trees"
"484" 45 "and slim white birches, were several feet above their heads."
"485" 45 ""
"486" 45 "The child put out her hand and broke off a branch of wild plum that"
"487" 45 "brushed against the side of the buggy."
"488" 45 ""
"489" 45 "“Isn’t that beautiful? What did that tree, leaning out from the bank,"
"490" 45 "all white and lacy, make you think of?” she asked."
"491" 45 ""
"492" 45 "“Well now, I dunno,” said Matthew."
"493" 45 ""
"494" 45 "“Why, a bride, of course--a bride all in white with a lovely misty veil."
"495" 45 "I’ve never seen one, but I can imagine what she would look like. I don’t"
"496" 45 "ever expect to be a bride myself. I’m so homely nobody will ever want to"
"497" 45 "marry me--unless it might be a foreign missionary. I suppose a foreign"
"498" 45 "missionary mightn’t be very particular. But I do hope that some day I"
"499" 45 "shall have a white dress. That is my highest ideal of earthly bliss. I"
"500" 45 "just love pretty clothes. And I’ve never had a pretty dress in my life"
"501" 45 "that I can remember--but of course it’s all the more to look forward"
"502" 45 "to, isn’t it? And then I can imagine that I’m dressed gorgeously. This"
